ID,Test Name,Year,Session,Subject,Number,Question,image,law,Option 1,Option 2,Option 3,Option 4,Answer
74.0,산업위생관리기사,2021.0,1,산업위생학개론,18.0,교대 근무제의 효과적인 운영방법으로 옳지 않은 것은?,text_only,,업무효율을 위해 연속근무를 실시한다.,근무 교대시간은 근로자의 수면을 방해하지 않도록 정해야 한다.,근무시간은 8시간을 주기로 교대하며 야간 근무 시 충분한 휴식을 보장해주어야 한다.,교대작업은 피로회복을 위해 역교대 근무 방식보다 전진근무 방식(주간근무→저녁근무→야간근무→주간근무)으로 하는 것이 좋다.,1.0
75.0,산업위생관리기사,2021.0,2,산업위생학개론,3.0,근로자가 노동환경에 노출될 때 유해인자에 대한 해치(Hatch)의 양-반응관계곡선의 기관장해 3단계에 해당하지 않는 것은?,text_only,,보상단계,고장단계,회복단계,항상성 유지단계,3.0
76.0,산업위생관리기사,2021.0,3,산업위생학개론,17.0,직업병 및 작업관련성 질환에 관한 설명으로 옳지 않은 것은?,text_only,,작업관련성 질환은 작업에 의하여 악화되거나 작업과 관련하여 높은 발병률을 보이는 질병이다.,"직업병은 일반적으로 단일요인에 의해, 작업관련성 질환은 다수의 원인 요인에 의해서 발병된다.",직업병은 직업에 의해 발생된 질병으로서 직업 환경 노출과 특정 질병 간에 인과관계는 불분명하다.,작업관련성 질환은 작업환경과 업무수행상의 요인들이 다른 위험요인과 함께 질병발생의 복합적 병인 중 한 요인으로서 기여한다.,3.0
77.0,산업위생관리기사,2022.0,1,산업위생학개론,11.0,산업안전보건법령상 충격소음의 강도가 130 dB(A)일 때 1일 노출회수 기준으로 옳은 것은?,text_only,O,50,100,500,1000,4.0
78.0,산업위생관리기사,2022.0,1,산업위생학개론,17.0,"A사업장에서 중대재해인 사망사고가 1년간 4건 발생하였다면 이 사업장의 1년간 4일 미만의 치료를 요하는 경미한 사고건수는 몇 건이 발생하는지 예측되는가? (단, Heinrich의 이론에 근거하여 추정한다.)",text_only,,116,120,1160,1200,1.0
79.0,산업위생관리기사,2022.0,2,산업위생학개론,8.0,근육운동의 에너지원 중 혐기성대사의 에너지원에 해당되는 것은?,text_only,,지방,포도당,단백질,글리코겐,4.0
80.0,산업위생관리기사,2022.0,2,산업위생학개론,20.0,"방직공장의 면분진 발생 공정에서 측정한 공기 중 면분진 농도가 2시간은 2.5mg/m$^3$, 3시간은 1.8mg/m$^3$, 3시간은 2.6mg/m$^3$ 일 때, 해당 공정의 시간가중평균노출기준 환산값은 약 얼마인가?",text_only,,0.86mg/m$^3$,2.28mg/m$^3$,2.35mg/m$^3$,2.60mg/m$^3$,2.0
81.0,산업위생관리기사,2003.0,1,작업위생측정 및 평가,29.0,작업장 공기중 벤젠증기를 활성탄관 흡착제로 채취할때 작업장 공기중 페놀이 함께 다량 존재하면 벤젠증기를 효율적으로 채취할 수 없게 되는 이유로 타당한 것은?,text_only,,벤젠과 흡착제와의 결합자리를 페놀이 우선적으로 차지하기 때문,실리카겔 흡착제가 벤젠과 페놀이 반응할 수 있는 장소로 이용되어 부산물을 생성하기 때문,페놀이 실리카겔과 벤젠의 결합을 증가시키는 다리 역할을 하여 분석시 벤젠의 탈착을 어렵게 하기 때문,벤젠과 페놀이 공기내에서 서로 반응을 하여 벤젠의 일부가 손실되기 때문,1.0
82.0,산업위생관리기사,2003.0,1,작업위생측정 및 평가,40.0,"공기중 석면을 포집하는데 적합한 여재(media)는? (단, 여과포집방법 : 현미경을 이용한 계수용 시료의 포집)",text_only,,Glass fibre filter를 사용,PVC filter를 사용,Mixed cellulose ester membrane filter를 사용,Membrane filter 앞에 Glass fibre filter를 장착,3.0
83.0,산업위생관리기사,2003.0,2,작업위생측정 및 평가,25.0,분진측정에 의한 상대농도계가 갖는 특징이라 볼 수 없는 것은?,text_only,,분진의 종류나 성상에 따른 감도 변동이 없다.,감도가 예민하고 저농도분진이라도 측정하기 쉽다.,취급법이 간단하고 취급상 개인차가 적다.,보통 1측정소 소요시간은 1-2분이다.,1.0
84.0,산업위생관리기사,2003.0,3,작업위생측정 및 평가,37.0,작업환경의 저온 측정기기와 측정시간기준으로 가장 알맞는 것은?,text_only,,"섭씨 영하 20도까지 측정할 수 있는 온도계, 5분이상","섭씨 영하 20도까지 측정할 수 있는 온도계, 25분이상","섭씨 영하 30도까지 측정할 수 있는 온도계, 5분이상","섭씨 영하 30도까지 측정할 수 있는 온도계, 25분이상",1.0
85.0,산업위생관리기사,2004.0,1,작업위생측정 및 평가,30.0,용량분석 중 침전적정법에 속하지 않는 것은?,text_only,,Mohr method,Chelate method,Volhard method,Fajans method,2.0
86.0,산업위생관리기사,2004.0,1,작업위생측정 및 평가,34.0,우리나라 작업환경측정 및 정도관리규정상의 측정방법 중시료채취근로자수 선정에 관한 설명으로 알맞는 것은?,text_only,,동일작업 근로자수가 100인을 초과할 때는 최대 시료채취 근로자수를 10인으로 조정할 수 있다.,동일작업 근로자수가 100인을 초과할 때는 최대 시료채취 근로자수를 20인으로 조정할 수 있다.,동일작업 근로자수가 100인을 초과할 때는 최대 시료채취 근로자수를 10인으로 조정하여야 한다.,동일작업 근로자수가 100인을 초과할 때는 최대 시료채취 근로자수를 20인으로 조정하여야 한다.,2.0
87.0,산업위생관리기사,2004.0,2,작업위생측정 및 평가,26.0,"깨끗한 셀룰로오스 섬유 여과지(cellulose fiber filter paper)의 초기무게가 1.260g 이었다. 이 여과지를 하이볼륨시료 채취기(High-volume sampler)에 장치하여 어떤 작업장에서 오전 9시부터 오후 5시까지 2L/분의 유속으로 시료 채취기를 작동시킨후 여과지의 무게를 측정한 결과, 1.280g 이었다. 이때 채취한 입자성물질의 8시간 -평균농도(mg/m$^3$)는?",text_only,,20.83,27.65,31.7,36.72,1.0
88.0,산업위생관리기사,2004.0,3,작업위생측정 및 평가,29.0,온열조건을 평가하는데 습구흑구온도지수(WBGT)를 사용한다. 태양광이 있는 실외에서 측정결과가 다음과 같은 경우 습구흑구온도지수(WBGT)는? \n\n건구온도 : 30℃ \n자연습구온도 : 28℃ \n흑구온도 : 42℃,text_only,,30.3 ℃,31.0 ℃,32.2 ℃,33.5 ℃,2.0
89.0,산업위생관리기사,2005.0,1,작업위생측정 및 평가,21.0,"일반적으로 소음계는 A, B, C 세가지 특성에서 측정할 수 있도록 보정되어 있다. 그중 A특성치는 몇 phon의 등감곡선에 기준한 것인가?",text_only,,30 phon,40 phon,50 phon,70 phon,2.0
90.0,산업위생관리기사,2005.0,1,작업위생측정 및 평가,40.0,"고체 흡착관으로 활성탄을 연결한 저유량 펌프를 이용하여 벤젠증기를 용량 0.024m$^3$으로 포집하였다. 실험실에서 앞 부분과 뒷부분을 분석한 결과 총 550μg이 검출되었다. 벤젠증기의 농도는? (단, 온도 25℃, 압력 760mmHg, 벤젠분자량 78)",text_only,,5.6 ppm,7.2 ppm,9.4 ppm,11.4 ppm,2.0
91.0,산업위생관리기사,2005.0,1,작업위생측정 및 평가,31.0,흡광광도법에서 흡광도를 구하는 법칙으로 가장 적절한 것은?,text_only,,Lambert-Beer 법칙,Newton 법칙,Faraday의 법칙,Boyle의 법칙,1.0
92.0,산업위생관리기사,2005.0,2,작업위생측정 및 평가,31.0,"어떤 작업장에서 50% Acetone, 30% Benzene 그리고 20% Xylene의 중량비로 조성된 용제가 증발하여 작업환경을 오염시키고 있다. 이때 각각의 TLV는 1600㎎/m³ ,720㎎/m³ 그리고 670㎎/m³일때 이 작업장의 혼합물의 허용농도는?",text_only,,약 570㎎/m³,약 690㎎/m³,약 970㎎/m³,약 1600㎎/m³,3.0
93.0,산업위생관리기사,2006.0,1,작업위생측정 및 평가,22.0,"산업보건분야에서 스토크의 법칙에 따른 침강속도를 구하는 식을 대신하여 간편하게 계산하는 식으로 적절한 것은? (단, V: 종단속도(㎝/sec), SG: 입자의 비중, d: 입자의 직경(㎛), 입자크기는 1 - 50㎛)",text_only,,v = 0.001× SG× d²,v = 0.003× SG× d²,v = 0.005× SG× d²,v = 0.009× SG× d²,2.0
94.0,산업위생관리기사,2006.0,1,작업위생측정 및 평가,27.0,MCE여과지에 금속농도 수준별로 일정량을 첨가한(spiked) 후 분석하여 검출된(detected) 양의 비(%)를 구하는 실험은 무엇을 알기 위한 것인가?,text_only,,회수율,분해율,표준률,분리효율,1.0
95.0,산업위생관리기사,2006.0,2,작업위생측정 및 평가,30.0,입자상 물질 측정을 위한 직경분립 충돌기에 관한 설명으로 틀린 것은?,text_only,,입자의 질량크기분포를 얻을 수 있다.,호흡기의 부분별로 침착된 입자크기의 자료를 추정할 수 있다.,시료채취가 까다롭고 되튐으로 인한 시료 손실이 일어날 수 있다.,원심력의 원리를 적용하여 챔버 내 수평 공기흐름을 이용한다.,4.0
96.0,산업위생관리기사,2006.0,3,작업위생측정 및 평가,34.0,조선소에서 시료를 채취할 때 흡수효율을 높일 수 있는 방법으로 알맞지 않는 것은?,text_only,,가는 구멍이 많은 fritted 버블러를 사용한다.,용액의 온도를 높여 용해도를 낮춘다.,두 개 이상의 버블러를 연속적으로 연결한다.,시료채취유량을 낮춘다.,2.0
97.0,산업위생관리기사,2007.0,1,작업위생측정 및 평가,33.0,다음 중 실리카겔이 활성탄에 비해 갖는 장점이 아닌 것은?,text_only,,수분과 친화력이 강하기 때문에 습도가 높은 작업장에 유리하다.,유독한 이황화탄소를 탈착용매로 사용하지 않는다.,추출액이 화학분석이나 기기분석에 방해물질로 작용하는 경우가 적다.,활성탄으로 채취가 어려운 아닐린이나 아민류의 채취도 가능하다.,1.0
98.0,산업위생관리기사,2007.0,1,작업위생측정 및 평가,37.0,석면의 측정방법에 관한 설명으로 알맞지 않는 것은?,text_only,,위상차현미경법은 막 여과지에 시료를 채취한 후 전처리하여 위상차현미경으로 분석한다.,위상차현미경법은 다른 방법에 비해 간편하나 석면의 감별이 어렵다.,편광현미경법은 은막 위의 석면물질에 빛을 조사하여 석면의 편광에 따른 회절성을 이용한다.,편광현미경법은 고형시료분석에 사용하며 석면을 감별분석할 수 있다.,3.0
99.0,산업위생관리기사,2007.0,2,작업위생측정 및 평가,22.0,입자상 물질을 채취하는 방법 중 직경분립충돌기의 장점으로 틀린 것은?,text_only,,호흡기에 부분별로 침착된 입자크기의 자료를 추정할 수 있다.,"흡입성, 흉곽성, 호흡성 입자의 크기별로 분포와 농도를 계산할 수 있다.",조절판으로 시료의 되튐을 방지할 수 있어 시료 손실이 적다.,입자의 질량크기 분포를 얻을 수 있다.,3.0
100.0,산업위생관리기사,2007.0,3,작업위생측정 및 평가,21.0,"금속제품을 탈지 세정하는 공정에서 사용하는 유기용제의 트리클로로에틸렌의 근로자 노출 농도를 측정하고자 한다. 과거의 노출농도를 조사해본 결과, 평균 50ppm이었다. 활성탄관 (100mg/50mg)을 이용하여 0.5L/min으로 채취하였다면 채취해야 할 최소한의 시간(분)은? (단, 트리클로로에틸렌의 분자량 : 131.39, 가스크로마토그래피의 정량한계 : 시료당 0.5mg, 1 기압 25℃ 기준, 기타 조건은 고려하지 않음)",text_only,,약 6.4분,약 7.2분,약 8.6분,약 9.3분,4.0
101.0,산업위생관리기사,2008.0,1,작업위생측정 및 평가,21.0,작업장내의 오염물질 측정방법인 검지관법에 관한 설명으로 틀린 것은?,text_only,,민감도가 높다.,특이도가 낮다.,색변화가 선명하지 않아 주관적으로 읽을 수 있다.,검지관은 한가지 물질에 반응할 수 잇도록 제조되어 있어 측정대상물질의 동정이 되어 있어야 한다.,1.0
102.0,산업위생관리기사,2008.0,1,작업위생측정 및 평가,34.0,가스크로마토그래피에 적용되는 크로마토그래피의 이론으로 틀린 것은?,text_only,,두 물질의 분배계수값 차이가 클수록 분리가 잘 된다는 것을 의미한다.,분배계수가 크다는 것은 분리관에 머무르는 시간이 길다는 것이다.,같은 분자라 할지라도 머무름시간은 실험조건에 따라 다르므로 절대값이 아닌 상대적 머무름시간으로 나타낼 수 있다.,분리관에서 분해능을 높이려면 시료와 고정상의 양을 늘리고 온도를 높여야 한다.,4.0
103.0,산업위생관리기사,2008.0,2,작업위생측정 및 평가,33.0,"금속 도장 작업장의 공기 중에 toluene (TLV=100ppm)45ppm, MIBK(TLV=50ppm)15ppm, Acetone(TLV=750ppm),280ppm, MEK(TLV=200ppm)80ppm 으로 발생되었을 때 이 작업장 환경의 노출기준은? (단, 상가 작용 기준)",text_only,,263ppm,276ppm,289ppm,291ppm,2.0
104.0,산업위생관리기사,2008.0,3,작업위생측정 및 평가,40.0,용접작업 중 발생되는 용접흄을 측정하기 위해 사용할 여과지를 화학천칭을 이용해 무게를 재었더니 70.11mg 이었다. 이 여과지를 이용하여 1.5L/mim 의 시료채취유량으로 120분간 측정을 실시한 후 잰 무게는 75.88mg 이었다면 용접흄이 농도는?,text_only,,약 18 mg/m$^3$,약 24mg/m$^3$,약 28 mg/m$^3$,약 32 mg/m$^3$,4.0
105.0,산업위생관리기사,2009.0,1,작업위생측정 및 평가,22.0,"측정값이 17, 5, 3, 13, 8, 7, 12 및 10 일 때 통계적인 대표값 9.0 은 다음 중 어느 통계량에 해당 되는가?",text_only,,산술평균,중간값(median),최빈값(mode),기하평균,2.0
106.0,산업위생관리기사,2009.0,1,작업위생측정 및 평가,35.0,유도결합 플라스마 원자발광분석기의 장점으로 틀린 것은?,text_only,,검량선의 직선성 범위가 넓다.,분광학적 방해 영향이 없다.,여러 금속을 분석할 경우 시간이 적게 소요된다.,원자흡광광도계보다 더 좋거나 적어도 같은 정밀도를 갖는다.,2.0
107.0,산업위생관리기사,2009.0,2,작업위생측정 및 평가,37.0,여러성분이 있는 용액에서 증기가 나올 때 증기의 각 성분의 부분압은 용액의 분압과 평형을 이룬다는 내용은 법칙은?,text_only,,라울트의 법칙(Raoult's Law),게이-루삭의 법칙(Gay-Lussac's Law),보일-샤를의 법칙(Boyle-Charle's Law),픽스의 법칙(Fick's Law),1.0
108.0,산업위생관리기사,2009.0,3,작업위생측정 및 평가,25.0,"유해가스의 생리학적 분류를 단순 질식제, 화학 질식제, 자극가스 등으로 할 때 다음 중 단순질 식제로 구분되는 것은?",text_only,,일산화탄소,아세틸렌,포름알데히드,오존,2.0
109.0,산업위생관리기사,2010.0,1,작업위생측정 및 평가,34.0,3000mL의 0.002M의 황산용액을 만들려고 한다. 5M 황산을 이용할 경우 몇 mL가 필요한가?,text_only,,0.6 mL,1.2 mL,1.8 mL,2.4 mL,2.0
110.0,산업위생관리기사,2010.0,1,작업위생측정 및 평가,37.0,"일산화탄소 1m³가 100,000m³의 밀폐된 차고에 방출되었다면 이 때 차고 내 공기 중 일산화탄소의 농도(ppm)는? (단, 방출 전 차고 내 일산화탄소 농도는 무시함)",text_only,,0.1,1,10,100,3.0
111.0,산업위생관리기사,2010.0,2,작업위생측정 및 평가,30.0,"입경이 50μm 이고 입자비중이 1.5인 입자의 침강속도는? (단, 입경이 1~50μm인 먼지의 침강속도를 구하기 위해 산업위생분야에서 주로 사용하는 식 적용)",text_only,,약 3.25cm/sec,약 5.45cm/sec,약 8.65cm/sec,약 11.25cm/sec,4.0
112.0,산업위생관리기사,2010.0,3,작업위생측정 및 평가,26.0,1/1 옥타브 밴드 중심주파수가 31.5Hz 일 때 하한 주파수는?,text_only,,20.4,22.4,24.4,26.4,2.0
113.0,산업위생관리기사,2011.0,1,작업위생측정 및 평가,28.0,"어느 실험실의 크기가 15m×10m×3m이며 실험중 2kg의 염소(Cl$_2$, 분자량 = 70.9)를 부주의로 떨어뜨렸다. 이 때 실험실에서의 이론적 염소농도(ppm)는? (단, 기압은 760mmHg, 온도 0℃ 기준, 염소는 모두 기화되고 실험실에는 환기장치가 없다.)",text_only,,약 800ppm,약 1000ppm,약 1200ppm,약 1400ppm,4.0
114.0,산업위생관리기사,2011.0,1,작업위생측정 및 평가,35.0,작업장에서 입자상 물질은 대개 여과원리에 따라 시료를 채취한다. 여과지의 공극보다 작은 입자가 여과지에 채취되는 기전은 여과이론으로 설명할 수 있는데 다음 중 여과이론에 관여하는 기전과 가장 거리가 먼 것은?,text_only,,차단,확산,흡착,관성충돌,3.0
115.0,산업위생관리기사,2011.0,2,작업위생측정 및 평가,37.0,흡광광도 측정에서 최초광의 70%가 흡수될 경우 흡광도는?,text_only,,0.28,0.35,0.52,0.73,3.0
116.0,산업위생관리기사,2011.0,3,작업위생측정 및 평가,23.0,소음과 관련된 용어 중 둘 또는 그 이상의 음파의 구조적 간섭에 의해 시간적으로 일정하게 음압의 최고와 최저가 반복되는 패턴의 파를 의미하는 것은?,text_only,,정재파,맥놀이파,발산파,평면파,1.0
117.0,산업위생관리기사,2012.0,1,작업위생측정 및 평가,32.0,불꽃방식의 원자흡광광도계의 장ㆍ단점으로 옳지 않은 것은?,text_only,,조작이 쉽고 간편하다.,분석시간이 흑연로장치에 비하여 적게 소요된다.,주입 시료액의 대부분이 불꽃부분으로 보내지므로 감도가 높다.,고체 시료의 경우 전처리에 의하여 매트릭스를 제거해야 한다.,3.0
118.0,산업위생관리기사,2012.0,1,작업위생측정 및 평가,36.0,"처음 측정한 측정치는 유량, 측정시간, 회수율 및 분석 등에 의한 오차가 각각 15%, 3%, 9%, 5% 였으나 유량에 의한 오차가 개선되어 10% 로 감소되었다면 개선 전 측정치의 누적오차와 개선후의 측정치의 누적오차의 차이(%)는?",text_only,,6.60%,5.60%,4.60%,3.80%,4.0
119.0,산업위생관리기사,2012.0,2,작업위생측정 및 평가,24.0,"직경이 5μm, 비중이 1.8인 A물질의 침강 속도(cm/min)는?",text_only,,6.1,7.1,8.1,9.1,3.0
120.0,산업위생관리기사,2012.0,3,작업위생측정 및 평가,21.0,시료 채취용 막여과지에 관한 설명으로 틀린 것은?,text_only,,MCE 막여과지 : 표면에 주로 침착되어 중량분석에 적당함,PVC 막여과지 : 흡습성이 적음,"PTFE 막여과지 : 열, 화학물질, 압력에 강한 특성이 있음","은막 여과지 : 열적, 화학적 안정성이 있음",1.0
121.0,산업위생관리기사,2013.0,1,작업위생측정 및 평가,29.0,산업위생통계에서 적용하는 변이계수에 대한 설명으로 틀린 것은?,text_only,,"동계진단의 측정값들에 대한 균일성, 정밀성 정도를 표현하는 것이다.",표준오차에 대한 평균값의 크기를 나타낸 수치이다.,단위가 서로 다른 집단이나 특성값의 상호 산포도를 비교하는데 이용될 수 있다.,평균값의 크기가 0에 가까울수록 변이계수의 의의가 작아지는 단점이 있다.,2.0
122.0,산업위생관리기사,2013.0,1,작업위생측정 및 평가,39.0,"20℃, 1기압에서 에틸렌글리콜의 증기압이 0.1 mmHg 이라면 공기 중 포화농도(ppm)는?",text_only,,약 56,약 112,약 132,약 156,3.0
123.0,산업위생관리기사,2013.0,2,작업위생측정 및 평가,23.0,"어느 작업장에 Benzene의 농도를 측정한 결과가 3ppm, 4ppm, 5ppm, 5ppm, 4ppm 이었다면 이 측정값들의 기하평균(ppm)은?",text_only,,약 4.13,약 4.23,약 4.33,약 4.43,1.0
124.0,산업위생관리기사,2013.0,3,작업위생측정 및 평가,22.0,입자상 물질 채취를 위하여 사용되는 직경분립충돌기의 장점 또는 단점으로 틀린 것은?,text_only,,호흡기의 부분별로 침착된 입자크기의 자료를 추정 할 수 있다.,되튐으로 인한 시료의 손실이 일어날 수 있다.,채취준비 시간이 적게 소요된다.,입자의 질량크기분포를 얻을 수 있다.,3.0
125.0,산업위생관리기사,2014.0,1,작업위생측정 및 평가,26.0,"어느 작업장의 온도를 측정하여, 건구온도 30℃, 자연습구온도 30℃, 흑구온도 34℃를 얻었다. 이 작업장의 옥외(태양광선이 내리쬐지 않는 장소) WBGT는? (단, 고시 기준)",text_only,,30.4 ℃,30.8 ℃,31.2 ℃,31.6 ℃,3.0
126.0,산업위생관리기사,2014.0,1,작업위생측정 및 평가,37.0,유해가스를 생리학적으로 분류할 때 단순 질식제와 가장 거리가 먼 것은?,text_only,,아르곤,메탄,아세틸렌,오존,4.0
127.0,산업위생관리기사,2014.0,2,작업위생측정 및 평가,24.0,일정한 부피조건에서 압력과 온도가 비례한다는 표준 가스에 대한 법칙은 무엇인가?,text_only,,보일의 법칙,샤를의 법칙,게이-루삭의 법칙,라울트의 법칙,3.0
128.0,산업위생관리기사,2014.0,3,작업위생측정 및 평가,37.0,분석기가 검출할 수 있고 신뢰성을 가질 수 있는 양인 정량한계(LOQ)에 관한 설명으로 올바른 것은?,text_only,,표준편차의 3배,표준편차의 3.3배,표준편차의 5배,표준편차의 10배,4.0
129.0,산업위생관리기사,2015.0,1,작업위생측정 및 평가,36.0,"화학공장의 작업장 내에 먼지 농도를 측정하였더니 5, 6, 5, 6, 6, 6, 4, 8, 9, 8 ppm이었다. 이러한 측정치의 기하평균(ppm)은?",text_only,,5.13,5.83,6.13,6.83,3.0
130.0,산업위생관리기사,2015.0,1,작업위생측정 및 평가,39.0,"세척제로 사용하는 트리클로로에틸렌의 근로자 노출농도 측정을 위해 과거의 노출 농도를 조사해 본 결과, 평균 90 ppm이었다. 활성탄 관을 이용하여 0.17ℓ/분으로 채취하고자 할 때 채취하여야 할 최소한의 시간(분)은? (단, 25℃, 1기압 기준, 트리클로로에틸렌의 분자량은 131.39, 가스크로마토그래피의 정량한계는 시료 당 0.4mg)",text_only,,4.9분,7.8분,11.4분,13.7분,1.0
131.0,산업위생관리기사,2015.0,2,작업위생측정 및 평가,29.0,작업환경의 감시(monitoring)에 관한 목적을 가장 적절하게 설명한 것은?,text_only,,잠재적인 인체에 대한 유해성을 평가하고 적절한 보호대책을 결정하기 위함,유해물질에 의한 근로자의 폭로도를 평가하기 위함,적절한 공학적 대책수립에 필요한 정보를 제공하기 위함,공정변화로 인한 작업환경 변화의 파악을 위함,1.0
132.0,산업위생관리기사,2015.0,3,작업위생측정 및 평가,25.0,"활성탄관을 연결한 저유량 공기 시료채취펌프를 이용하여 벤젠증기(MW = 78g/mol)을 0.038m$^3$채취하였다. GC를 이용하여 분석한 결과 478μg의 벤젠이 검출되었다면 벤젠 증기의 농도(ppm)는? (단, 온도 25℃, 1기압 기준, 기타 조건 고려 안함)",text_only,,1.87,2.34,3.94,4.78,3.0
133.0,산업위생관리기사,2016.0,1,작업위생측정 및 평가,25.0,활성탄관(charcoal tubes)을 사용하여 포집하기에 가장 부적합한 오염물질은?,text_only,,할로겐화 탄화수소류,에스테르류,방향족 탄화수소류,니트로 벤젠류,4.0
134.0,산업위생관리기사,2016.0,1,작업위생측정 및 평가,28.0,입자상 물질을 채취하는 방법 중 직경분립충돌기의 장점으로 틀린것은?,text_only,,호흡기에 무분별로 침착된 입자크기의 자료를 추정할 수 있다.,"흡입성, 흉곽성, 호흡성 입자의 크기별 분포와 농도를 계산할 수 있다.",시료 채취 준비에 시간이 적게 걸리며 비교적 채취가 용이하다.,입자의 질량크기분포를 얻을 수 있다.,3.0
135.0,산업위생관리기사,2016.0,2,작업위생측정 및 평가,30.0,"측정방법의 정밀도를 평가하는 변이계수(coefficient of variation, CV)를 알맞게 나타낸 것은?",text_only,,표준편차/산술평균,기하평균/표준편차,표준오차/표준편차,표준편차/표준오차,1.0
136.0,산업위생관리기사,2016.0,3,작업위생측정 및 평가,29.0,"고열 측정시간에 관한 기준으로 옳지 않은 것은? (단, 고시 기준)",text_only,,흑구 습 습구흑구온도 측정시간 : 직경이 15센티미터일 경우 25분 이상,흑구 및 습구흑구온도 측정시간 : 직경이 7.5센티미터 또는 5센터미터일 경우 5분 이상,습구온도 측정 시간 : 아스만통풍건습계 25분 이상,습구온도 측정시간 : 자연습구온도계 15분 이상,4.0
137.0,산업위생관리기사,2017.0,1,작업위생측정 및 평가,21.0,작업장의 현재 총 흡음량은 600sabins이다. 천장과 벽 부분에 흡음재를 사용하여 작업장의 흡음량을 3000sabins 추가하였을 때 흡음 대책에 따른 실내 소음의 저감량(dB)은?,text_only,,약 12,약 8,약 4,약 3,2.0
138.0,산업위생관리기사,2017.0,1,작업위생측정 및 평가,35.0,"소음 측정에 관한 설명 중 ( )에 알맞은 것은? (단, 고용노동부 고시 기준)\n\n누적소음노출량 측정기로 소음을 측정하는 경우에는 Criteria는 ( ㉠ )dB, Exchange Rate는 5dB, Threshold는 ( ㉡ )dB로 기기를 설정할 것",text_only,,"㉠ 70, ㉡ 80","㉠ 80, ㉡ 70","㉠ 80, ㉡ 90","㉠ 90, ㉡ 80",4.0
139.0,산업위생관리기사,2017.0,2,작업위생측정 및 평가,28.0,"작업환경공기 중의 벤젠농도를 측정한 결과 8mg/m³, 5mg/m³, 7mg/m³, 3ppm, 6mg/m³ 이었을 때, 기하평균은 약 몇 mg/m³인가? (단, 벤젠의 분자량은 78이고, 기온은 25℃이다.)",text_only,,7.4,6.9,5.3,4.8,2.0
140.0,산업위생관리기사,2017.0,3,작업위생측정 및 평가,21.0,기기 내의 알콜이 위의 눈금에서 아래 눈금까지 하강하는데 소요되는 시간을 측정하여 기류를 직접적으로 측정하는 기기는?,text_only,,열선 풍속계,카타 온도계,액정 풍속계,아스만 통풍계,2.0
141.0,산업위생관리기사,2018.0,1,작업위생측정 및 평가,22.0,시료채취 대상 유해물질과 시료채취 여과지를 잘못 짝지은 것은?,text_only,,유리규산 - PVC여과지,"납, 철, 등 금속 = MCE 여과지","농약, 알칼리성 먼지 – 은막 여과지",다핵방향족탄화수소(PAHs) - PTFE 여과지,3.0
142.0,산업위생관리기사,2018.0,1,작업위생측정 및 평가,37.0,석면측정방법 중 전자 현미경법에 관한 설명으로 틀린 것은?,text_only,,석면의 감별분석이 가능하다.,분석시간이 짧고 비용이 적게 소요된다.,공기 중 석면시료분석에 가장 정확한 방법이다.,위상차현미경으로 볼 수 없는 매우 가는 섬유도 관찰이 가능하다.,2.0
143.0,산업위생관리기사,2018.0,2,작업위생측정 및 평가,36.0,다음 중 직독식 기구에 대한 설명과 가장 거리가 먼 것은?,text_only,,측정과 작동이 간편하여 인력과 분석비를 절감할 수 있다.,연속적인 시료채취전략으로 작업시간 동안 완전한 시료채취에 해당된다.,현장에서 실제 작업시간이나 어떤 순간에서 유해인자의 수준과 변화를 쉽게 알 수 있다.,현장에서 즉각적인 자료가 요구될 때 민감성과 특이성이 있는 경우 매우 유용하게 사용될 수 있다.,2.0
144.0,산업위생관리기사,2018.0,3,작업위생측정 및 평가,32.0,입자상 물질을 입자의 크기별로 측정하고자 할 때 사용할 수 있는 것은?,text_only,,가스크로마토그래피,사이클론,원자발광분석기,직경분립충돌기,4.0
145.0,산업위생관리기사,2019.0,1,작업위생측정 및 평가,28.0,입자의 크기에 따라 여과기전 및 채취효율이 다르다. 입자크기가 0.1~0.5㎛일 때 주된 여과 기전은?,text_only,,충돌과 간섭,확산과 간섭,차단과 간섭,침강과 간섭,2.0
146.0,산업위생관리기사,2019.0,1,작업위생측정 및 평가,29.0,입경이 20㎛이고 입자비중이 1.5인 입자의 침강 속도는 약 몇 cm/sec인가?,text_only,,1.8,2.4,12.7,36.2,1.0
147.0,산업위생관리기사,2019.0,2,작업위생측정 및 평가,22.0,"옥내 작업장에서 측정한 건구온도 73℃이고 자연습구온도 65℃, 흑구온도 81℃일 때, 습구흑구온도지수는?",text_only,,64.4℃,67.4℃,69.8℃,71.0℃,3.0
148.0,산업위생관리기사,2019.0,3,작업위생측정 및 평가,38.0,초기 무게가 1.260g 인 깨끗한 PVC 여과지를 하이볼륨(High-volume) 시료 채취기에 장착하여 작업장에서 오전 9시부터 오후 5시까지 2.5L/분의 유량으로 시료 채취기를 작동시킨 후 여과지의 무게를 측정한 결과가 1.280g 이었다면 채취한 입자상 물질의 작업장 내 평균농도(mg/m³)는?,text_only,,7.8,13.4,16.7,19.2,3.0
